Bank,City,Branch,Location,Review,Rating,Date
BMCI,Rabat,BMCI,"247X+XMC, Av. Madagascar, Rabat","Service trop nul pas professionnel je. Vais changé cette bank,",1 étoile,il y a 9 mois
BMCI,Rabat,BMCI,"247X+XMC, Av. Madagascar, Rabat",Nul de nul aucune reponse agence a changer,1 étoile,il y a 11 mois
BMCI,Rabat,BMCI,"247X+XMC, Av. Madagascar, Rabat",Qualité de service médiocre... Beaucoup de problèmes dans cette agence,1 étoile,il y a 2 ans
SOCIÉTÉ GÉNÉRALE MAROC,Rabat,Société Générale,"N° 15,Centre Commercial MAHAJ RYAD HAY RIAD, Rabat 10200","Personnel fainéant,tout le temps en pause déjeuner.je suis allée, à des horaires différents et jamais servi,à 9h il y a pas  la personne qui peut traiter le dossier et directrice absente,à 11h personnel en pause,à 12h30 personnel en pause, la dernière fois je me présente à 15:30 et la directrice d'un ton attongant me réponds que la caissier est en pause et que je dois revenir dans 30min sachant que la banque ferme à 16:00. Pendant les 5fois où je me sui présenté à la banque pour le même motif,aucune
personne ne m'a servi car ils sont en pause.la directrice est toujours soit avec les copines qui se préparent à sortir soit absente",1 étoile,il y a un an
SOCIÉTÉ GÉNÉRALE MAROC,Rabat,Société Générale,"N° 15,Centre Commercial MAHAJ RYAD HAY RIAD, Rabat 10200",Une réclamation en cours depuis des années !!! Je pensais avoir affaire à une banque sérieuse et qui se soucie de ses clients...que dalle. Le 1 novembre 2023 la directrice de l'agence accompagnée de la directrice régionale et une 3eme …,1 étoile,il y a un an
SOCIÉTÉ GÉNÉRALE MAROC,Rabat,Société Générale,"N° 15,Centre Commercial MAHAJ RYAD HAY RIAD, Rabat 10200","Service médiocre à tous les niveaux. J’arrive; aucun employé n’est présent, seulement la directrice dans son bureau, elle nous dit qu’ils sont partis en pause déj. Pause déj à 14:45? Tous ensemble? À l’arrivée j’étais le premier en fil, vient alors une dame de nulle part et elle l’a fait passer avant moi, parce que c’est son amie? Cliente de longue date? La directrice n’a aucune solution à apporter à mes problèmes elle fait juste me renvoyer à contacter le service client téléphonique, fainéantise et paresse absolue! la carte bancaire ne fonctionne pas pour les achats en ligne, impossible de joindre le compte bancaire ou la carte visa avec Paypal, l’application de la banque impossible de l’utiliser sur son ipad ou sur son laptop, directrice incompétente, n’ayant aucune solution à offrir elle lève son ton sur ses clients pour les faire taire, service client pourri, aucun professionnalisme, 0 respect, mais quel niveau! Directrice ne mérite en rien d’être à la tête de cette agence , pitoyable! À se demander comment elle est arrivée à ce poste! Juste une bande de voleur qui savent vous prendre votre argent, je ne recommande pas cette banque et surtout pas cette agence, à éviter, votre argent est mieux ailleurs!",1 étoile,il y a 2 ans
SOCIÉTÉ GÉNÉRALE MAROC,Rabat,Société Générale,"X48X+385, Rabat","Très très mauvais service, et ce n’est pas la première fois. J’ai l’impression que c’est même fait exprès. Un agent au comptoir pendant que les autres agents prennent leurs petit déjeuner tranquillement dans une salle à l’arrière de l’agence et on fait attendre les clients. (Méthodes révolu même au sein des administrations publiques) thumbs down 👎🏼👎🏼👎🏼👎🏼👎🏼",1 étoile,il y a 2 mois
SOCIÉTÉ GÉNÉRALE MAROC,Rabat,Société Générale,"X48X+385, Rabat","Pas de numéro pour joindre les conseillers.
Pas de suivis
Insatisfaction totale",1 étoile,il y a 5 mois
SOCIÉTÉ GÉNÉRALE MAROC,Rabat,Société Générale,"X48X+385, Rabat",Aucun suivi.,1 étoile,il y a 2 ans
SOCIÉTÉ GÉNÉRALE MAROC,Rabat,Société Générale Rabat El Manzah,"Avenue Al Massira Complexe Al Manal - Hay Al Manzah, Rabat 10140","- Service catastrophique
- Ça ne répond jamais au téléphone
- Agents toujours indisponibles et absence du service client
- Mis à part pour faire un retrait ou un dépôt, les autres services sont à fuir
- La plus mauvaise agence SGMB qui puisse exister",1 étoile,il y a 2 ans
SOCIÉTÉ GÉNÉRALE MAROC,Rabat,Société Générale Rabat El Manzah,"Avenue Al Massira Complexe Al Manal - Hay Al Manzah, Rabat 10140","A part encaisser et décaisser les fonds, a chaque fois qu'on vient demander une carte bancaire, un crédit ou tout autre opération, il y a tjrs quelques choses qui ne fonctionne pas, soit c'est la faut au système, soit le conseiller …",1 étoile,il y a 3 ans
SOCIÉTÉ GÉNÉRALE MAROC,Rabat,Société Générale Rabat El Manzah,"Avenue Al Massira Complexe Al Manal - Hay Al Manzah, Rabat 10140",👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👍🏻service nul lourd et tres tres tres tres compliqué. Je ferme mon compte société générale. 👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻 …,1 étoile,il y a 2 ans
SOCIÉTÉ GÉNÉRALE MAROC,Rabat,Société Générale Agence Rabat Agdal,"X5W3+MC9, Rabat","Je souhaite partager mon expérience récente avec une filiale de la Société Générale. J'avais l'intention d'effectuer un versement en espèces, et après avoir consulté Google Maps, je me suis rendu à l'agence indiquée. Cependant, une fois sur place, on m'a informé que cette agence est en réalité une filiale de la Banque Islamique de SG  et qu'il est impossible d'y effectuer des opérations de la Société Générale.

Je suis très déçu car cette information n'était pas mentionnée sur Google Maps. En conséquence, j'ai perdu du temps et j'ai dû chercher une autre agence pour finaliser mon opération. Il serait utile que la Société Générale et la Banque Islamique clarifient la nature des services offerts par chaque agence sur les plateformes en ligne afin d'éviter ce genre de confusion à l'avenir.",1 étoile,il y a 10 mois
SOCIÉTÉ GÉNÉRALE MAROC,Rabat,Société Générale Agence Rabat Agdal,"X5W3+MC9, Rabat","On a été très mal reçu par Mehdi Younssi responsable à l’agence  beni znassen ,il m’a dit si tu n’est pas content allez dans une autre agence,il était très impoli.,une agence a ne pas recommander☹️☹️☹️☹️☹️",1 étoile,il y a 2 ans
SOCIÉTÉ GÉNÉRALE MAROC,Rabat,Société Générale Agence Rabat Agdal,"X5W3+MC9, Rabat",Pas de texte,1 étoile,il y a un an
SOCIÉTÉ GÉNÉRALE MAROC,Rabat,SGMB,"X45G+X9F, Av. Al Haour, Rabat","J’ai quitté cette agence dans laquelle j’ai ouvert un compte dès la première semaine de son ouverture en 2003/2004. Depuis 3 ou 4 ans les choses se sont dégradées : Aucun respect pour le client, le personnel ne veut pas travailler. J’ai fait réclamation auprès de direction régionale qui a été compréhensive et m’a proposé de changer d’agence.",1 étoile,il y a une semaine
SOCIÉTÉ GÉNÉRALE MAROC,Rabat,SGMB,"X45G+X9F, Av. Al Haour, Rabat","Impossible à joindre par téléphone, ni le fixe ni la concessionnaire client.
A chaque fois il faudrait se déplacer à l'agence pour n'importe quelle formalité. …",1 étoile,il y a un an
SOCIÉTÉ GÉNÉRALE MAROC,Rabat,SGMB,"X45G+X9F, Av. Al Haour, Rabat",De pire en pire des conseillers injoignable des problèmes des numéros de téléphone qu’on ne peut pas changer / des application bloqués sans résolu de problème/ et perte de 20 minute de vos lundi matin lorsque vous voulez récupérer votre carte bancaire alors que 20 m plus faut  c le temps que vous avez besoin pour ouvrir un compte et ressortir avec une nouvelle carte,1 étoile,il y a un an
SOCIÉTÉ GÉNÉRALE MAROC,Rabat,Société Générale Rabat Aswak Essalam,"CENTRE COMMERCIAL ASSWAK ESSALAM, Rabat 10100","Attention à passer entre 12h et 14h, il n'y aura personne",1 étoile,il y a 3 ans
SOCIÉTÉ GÉNÉRALE MAROC,Rabat,Société Générale Rabat Aswak Essalam,"CENTRE COMMERCIAL ASSWAK ESSALAM, Rabat 10100",Pas de texte,1 étoile,il y a un an
SOCIÉTÉ GÉNÉRALE MAROC,Rabat,Société Générale Rabat Amal,"Angle Av. Al Massira et rue Anouar G.5, Rabat 10140",Service normal,2 étoiles,il y a 5 ans
SOCIÉTÉ GÉNÉRALE MAROC,Rabat,Société Générale Rabat Amal,"Angle Av. Al Massira et rue Anouar G.5, Rabat 10140",Pas de texte,5 étoiles,il y a 6 ans
SOCIÉTÉ GÉNÉRALE MAROC,Rabat,Société Générale Rabat Michlifen,"Angle Rue Michlifen et rue Jbel Al Ayachi, Rabat 10030","Conseiller hyper agressif et impolie. Après que ma mère se soit faite voler sa carte bleues et que des achats on été effectué sur internet . Il n’a rien voulu savoir , à hurler sur ma mère qui est une dame de 73 ans . Ne lui a trouver aucune solution .
C’est un incapable . Une agence d’impolie .",1 étoile,il y a un an
SOCIÉTÉ GÉNÉRALE MAROC,Rabat,Société Générale Rabat Michlifen,"Angle Rue Michlifen et rue Jbel Al Ayachi, Rabat 10030",Je rejoins les commentaires précédents !  heureux de constater que je ne suis pas le seul à avoir eu des problèmes avec cette agence... …,1 étoile,il y a 4 ans
SOCIÉTÉ GÉNÉRALE MAROC,Rabat,Société Générale Rabat Michlifen,"Angle Rue Michlifen et rue Jbel Al Ayachi, Rabat 10030","Ça fait 3 ans que je me dis qu’il faut que je change de banque ou au moins d’agence ! Là c’est confirmé !! Étant MRE je ne peux pas me déplacer et aucune réponse par téléphone…les mails, nous sommes pas encore à ce niveau !! Si j’aurais pu mettre Zéro étoile, je l’aurais fait … Honte à vous de nuire à cette enseigne !",1 étoile,il y a 3 ans
SOCIÉTÉ GÉNÉRALE MAROC,Rabat,Société Générale Fal Ould Oumeir,"Angle Av. Fal Ould Oumeir et Oqba - Agdal, Rabat 10200","Je plains les clients de cette agence bancaire qui ne respecte meme pas les horaires de fermeture bien qu affichés sur la porte
Fuyer fuyer fuyer",1 étoile,il y a 4 mois
SOCIÉTÉ GÉNÉRALE MAROC,Rabat,Société Générale Fal Ould Oumeir,"Angle Av. Fal Ould Oumeir et Oqba - Agdal, Rabat 10200","Je tiens à remercier Yassine au guichet qui a solutionner mon problème. C’est dommage qu’il n’y ait pas le même personnel dans toutes vos agences .
Car malheureusement mon choix est acté suite à mauvaise expérience à la SG Kaïs rabat .",5 étoiles,il y a 7 mois
SOCIÉTÉ GÉNÉRALE MAROC,Rabat,Société Générale Fal Ould Oumeir,"Angle Av. Fal Ould Oumeir et Oqba - Agdal, Rabat 10200","je me demande toujours si vous n'avez personnes qui se n'occupe de la caisse pourquoi alors ouvrir la banque, ça fais deux jours je passe à la banque pour effectuer des opérations mais a chaque fois la caissière n'est pas la et personne ne peut faire son travail alors on fais quoi ?",1 étoile,il y a un an
SOCIÉTÉ GÉNÉRALE MAROC,Rabat,Société Générale Rabat Yacoub El Mansour,"Bd Essalam - Hay Yacoub El Mansour, Rabat 10120",bon,5 étoiles,il y a 6 ans
SOCIÉTÉ GÉNÉRALE MAROC,Rabat,Société Générale Rabat Yacoub El Mansour,"Bd Essalam - Hay Yacoub El Mansour, Rabat 10120",Le service est cassé et lourd. Nous espérons qu'il sera amélioré.,1 étoile,il y a 5 ans
SOCIÉTÉ GÉNÉRALE MAROC,Rabat,Société Générale Rabat Yacoub El Mansour,"Bd Essalam - Hay Yacoub El Mansour, Rabat 10120",La gazelle Diyala,5 étoiles,il y a 12 ans
SOCIÉTÉ GÉNÉRALE MAROC,Rabat,Société Générale Banque Privée Rabat,"KM 3,5 AVENUE MOHAMMED VI SOUISSI, Rabat 10220","Catastrophique. Bugs en tous genres sur leurs outils, transfert de responsabilité entre eux, pas très aimables globalement... Je ne recommande vraiment pas.",1 étoile,il y a un an
SOCIÉTÉ GÉNÉRALE MAROC,Rabat,Société Générale Banque Privée Rabat,"KM 3,5 AVENUE MOHAMMED VI SOUISSI, Rabat 10220",Ça fait plus d'un mois (depuis le 24/02/2020)que j'ai déposé une requête à l'agent responsable de mon compte bancaire et je n'arrive pas jusqu'à présent à le rejoindre ni à avoir une solution à mon problème .,1 étoile,il y a 5 ans
SOCIÉTÉ GÉNÉRALE MAROC,Rabat,Société Générale Banque Privée Rabat,"KM 3,5 AVENUE MOHAMMED VI SOUISSI, Rabat 10220",le service n'est pas efficace,1 étoile,il y a 6 ans
SOCIÉTÉ GÉNÉRALE MAROC,Rabat,Société Générale Rabat Takaddoum,"111,Av Mohammed Ben Hassan Elouazzani Hay Al Ward Takaddoum, Rabat 10200",Agence fermée,1 étoile,il y a un an
SOCIÉTÉ GÉNÉRALE MAROC,Rabat,Société Générale Rabat Takaddoum,"111,Av Mohammed Ben Hassan Elouazzani Hay Al Ward Takaddoum, Rabat 10200",Informations erronées,1 étoile,il y a un an
SOCIÉTÉ GÉNÉRALE MAROC,Rabat,Société Générale Rabat Moulay Youssef rabat,"3 Av. Moulay Youssef, Rabat 10030",Imaginer que le monsieur de securite au niveau de la porte refuse de me faire voir le directeur d agence car il pense que le sujet de ma reclamation n est pas si important pour voirle directeur pourtant que je suis cliente de cette agence depuis 10 ans j ai un probleme concernant un retrait qui a ete soustrait de mon compte sans que je reçois d l argent cela fait un mois que j cherche une reponse a ma reclamation et le monsieur decide que mon argent ne vaut pas l attention du monsieur le chef d agence !,1 étoile,il y a un an
SOCIÉTÉ GÉNÉRALE MAROC,Rabat,Société Générale Rabat Moulay Youssef rabat,"3 Av. Moulay Youssef, Rabat 10030","La personne qui est au standard, est nulle, j'ai demandé la tarification par téléphone pour que je prépares le montant demandé, la personne refuse me donner le montans pour la radio par telephoen sans auxune raison je dois me deplacer sur place pour savoir le montant et de retourner et recuperer la somme c est du n importe quoi",1 étoile,il y a un an
SOCIÉTÉ GÉNÉRALE MAROC,Rabat,Société Générale Rabat Moulay Youssef rabat,"3 Av. Moulay Youssef, Rabat 10030","Une employée qui chopé la Corona, et toute l agence ferme, il fallait aviser les intéressés.
On fait beaucoup de km pour vous dire que le service livraison des chèques et de …",1 étoile,il y a 4 ans
CIH BANK,Rabat,CIH Bank,"av. Annakhil, imm. High Tech n°3 hay Ryad, Agdal Riyad",Des apprentis au front office. 2 agents médiocres qui en plus travaillent à tour de rôle. Aucun sens de la responsabilité. Comme si les clients qui attendent beaucoup leur tour n'ont rien à faire dans la vie. Style des années 60,1 étoile,il y a 2 mois
CIH BANK,Rabat,CIH Bank,"av. Annakhil, imm. High Tech n°3 hay Ryad, Agdal Riyad","C'est ce qu'on appelle : ""être victime de son propre succès""  une gestion de clientèle tellement lente, pas orienté solution, pour cacheter une attestation de rib je dois patienter 1 heure, je ne recommande pas",1 étoile,il y a 4 ans
CIH BANK,Rabat,CIH Bank,"av. Annakhil, imm. High Tech n°3 hay Ryad, Agdal Riyad","Cette banque est orientée vers les services digitaux, et dont l'offre est bien comparativement aux autres banques de la place ainsi qu'une offre de service gratuite pour une large gamme de produits.
Par contre les délais d'attente en agence sont plus au moins considérables .",4 étoiles,il y a un an
CIH BANK,Rabat,CIH,"X4PF+GFR, Av. Al Massira, Rabat",Caissière malpolie elle croit que c est sa banque le directeur c est la cerise sur gâteau on dirait des guignols fuyer cette banque. Mauvaise expérience avec cette banque,1 étoile,il y a 2 mois
CIH BANK,Rabat,CIH,"X4PF+GFR, Av. Al Massira, Rabat","a chaque fois que je  veins pour un service  ""gab"" ou ""la caisse"" je trouves le systeme KO
merci d'améliorer vos services pour que le client soit satisfait",1 étoile,il y a 5 mois
CIH BANK,Rabat,CIH,"X4PF+GFR, Av. Al Massira, Rabat","Mauvaise expérience, service nul, je recommande pas. Surtout la dame dans le bureau à gauche qui est arrogante et impolie,  vraiment le niveau est très bas. Elle m'a même insulté et refusé d'activer mon compte. C'est le directeur qui a dû prendre en charge la tâche à sa place.",1 étoile,il y a un an
